t,f,rocof,V_dc,P_mppt,P_vic,P_ref,P_inj,P_bess,SOC,alpha,beta,H_eff
0.035,50.0086156648962,0.194886575294723,1200,124790.154760485,-644.893864962247,122755.305512987,122755.305512987,-12356.1850005686,0.600001688876497,0.456182051467075,0.112490658117442,1.74994194264735
0.036,50.0088098024804,0.19320976058044,1200,124790.154760485,-668.083175616316,122724.196986513,122724.196986513,-12412.6296453838,0.600001754387598,0.455896531223501,0.112617119682994,1.75078518844737
0.037,50.009002291547,0.191610294609977,1200,124790.154760485,-690.97998997352,122694.614780103,122694.614780103,-12463.8359716802,0.600001820168954,0.455730246860937,0.112690827575044,1.7512767420023
0.038,50.0091932081797,0.190083818357342,1200,124790.154760485,-713.569309250578,122666.472667007,122666.472667007,-12510.2594911919,0.600001886195324,0.45567229850462,0.112716509615177,1.75144812202763
0.039,50.0093826241414,0.188626165453572,1200,124790.154760485,-735.838287456703,122639.688219485,122639.688219485,-12552.3214192828,0.600001952443687,0.455712755959986,0.112698536493002,1.75132846637509
0.04,50.00957060707,0.187233366497291,1200,124790.154760485,-757.776063427972,122614.182897467,122614.182897467,-12590.4109728103,0.600002018893078,0.455842561392788,0.112640945768322,1.75094469204562
0.041,50.0097572206785,0.185901650225549,1200,124790.154760485,-779.373601250455,122589.882074461,122589.882074461,-12624.8875499077,0.600002085524429,0.45605344354064,0.112547464613522,1.75032164680389
0.042,50.0099425249537,0.184627442189181,1200,124790.154760485,-800.623539280298,122566.715013553,122566.715013553,-12656.0827912731,0.600002152320421,0.456337841867724,0.11242153129971,1.74948225241793
0.043,50.0101265763541,0.183407361473549,1200,124790.154760485,-821.520047822104,122544.614804296,122544.614804296,-12684.3025241009,0.600002219265351,0.456688839320697,0.112266315444672,1.74844763964419
0.044,50.0103094280035,0.182238215916113,1200,124790.154760485,-842.058695409627,122523.518269481,122523.518269481,-12709.8285909847,0.600002286345002,0.457100102548151,0.11208473705182,1.74723727515283
0.045,50.0104911298792,0.18111699619592,1200,124790.154760485,-862.236323540365,122503.365849286,122503.365849286,-12732.9205670163,0.600002353546528,0.457565828615974,0.11187948437758,1.74586908064248
0.046,50.0106717289942,0.180040869104537,1200,124790.154760485,-882.05092964433,122484.101468975,122484.101468975,-12753.8173689678,0.600002420858341,0.458080697393008,0.111653030670627,1.74435954443422
0.047,50.0108512695721,0.179007170252513,1200,124790.154760485,-901.501558013503,122465.67239522,122465.67239522,-12772.7387609029,0.600002488270018,0.458639828900428,0.111407649830496,1.7427238258614
0.048,50.0110297932146,0.178013396418068,1200,124790.154760485,-920.588198379333,122448.029085171,122448.029085171,-12789.8867608714,0.600002555772198,0.459238745018327,0.11114543103569,1.74097585278954
0.049,50.0112073390611,0.177057197705322,1200,124790.154760485,-939.311691798584,122431.125031622,122431.125031622,-12805.4469535213,0.600002623356502,0.459873335027464,0.110868292392825,1.73912841260992
0.05,50.0113839439411,0.176136369645475,1200,124790.154760485,-957.673643490584,122414.916606942,122414.916606942,-12819.5897135409,0.600002691015447,0.460539824535495,0.110577993658805,1.73719323705333
