param,value,mode_idx,real,imag,omega_n,damping,scheme
k_alpha,3.0,5,0.0,0.0,0.0,1.0,C2
k_alpha,4.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,4.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,4.0,3,-33.96343955462007,14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,4.0,4,-2.5731208907598955,0.0,2.5731208907598955,1.0,C2
k_alpha,4.0,5,0.0,0.0,0.0,1.0,C2
k_alpha,5.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,5.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,5.0,3,-33.96343955462007,14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,5.0,4,-2.5731208907598955,0.0,2.5731208907598955,1.0,C2
k_alpha,5.0,5,0.0,0.0,0.0,1.0,C2
k_alpha,6.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,6.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,6.0,3,-33.96343955462007,14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,6.0,4,-2.5731208907598955,0.0,2.5731208907598955,1.0,C2
k_alpha,6.0,5,0.0,0.0,0.0,1.0,C2
k_alpha,7.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,7.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
